Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
Pegasus Airlines,2022-03-27,TLV,BCN,SAW,6:55,13:35,7h 40m,1 stop,438
ITA Airways,2022-03-27,TLV,BCN,FCO,4:05,10:50,7h 45m,1 stop,388
Austrian Airlines,2022-03-27,TLV,AGP,VIE,6:15,13:00,7h 45m,1 stop,"1,398"
Turkish Airlines,2022-03-27,TLV,BCN,IST,10:30,17:20,7h 50m,1 stop,675
Royal Jordanian,2022-03-27,TLV,MAD,AMM,8:30,15:25,7h 55m,1 stop,"1,462"
easyJet,2022-03-27,TLV,MAD,GVA,13:05,20:05,8h 00m,1 stop,372
Pegasus Airlines,2022-03-27,TLV,MAD,SAW,6:55,14:00,8h 05m,1 stop,486
Lufthansa,2022-03-27,TLV,BCN,FRA,4:50,11:55,8h 05m,1 stop,"1,448"
Lufthansa,2022-03-27,TLV,BCN,FRA,8:00,15:10,8h 10m,1 stop,"1,243"
easyJet,2022-03-27,TLV,BCN,BER,14:50,22:05,8h 15m,1 stop,376
LOT,2022-03-27,TLV,BCN,WAW,5:05,12:20,8h 15m,1 stop,481
Royal Jordanian,2022-03-27,TLV,BCN,AMM,8:30,15:45,8h 15m,1 stop,608
Smartwings,2022-03-27,TLV,BCN,PRG,6:35,13:50,8h 15m,1 stop,641
Czech Airlines,2022-03-27,TLV,BCN,PRG,6:35,13:50,8h 15m,1 stop,717
Lufthansa,2022-03-27,TLV,MAD,FRA,4:50,12:05,8h 15m,1 stop,"1,444"
Iberia,2022-03-27,TLV,BCN,MAD,5:30,12:50,8h 20m,1 stop,713
Brussels Airlines,2022-03-27,TLV,MAD,BRU,16:05,23:25,8h 20m,1 stop,"1,277"
SWISS,2022-03-27,TLV,AGP,ZRH,5:45,13:15,8h 30m,1 stop,"1,384"
TAP AIR PORTUGAL,2022-03-27,TLV,MAD,LIS,5:05,12:40,8h 35m,1 stop,476
Lufthansa,2022-03-27,TLV,BCN,MUC,7:15,14:50,8h 35m,1 stop,"1,426"
Norwegian,2022-03-27,TLV,BCN,CPH,12:30,20:10,8h 40m,1 stop,496
Smartwings,2022-03-27,TLV,MAD,PRG,6:35,14:15,8h 40m,1 stop,691
Czech Airlines,2022-03-27,TLV,MAD,PRG,6:35,14:15,8h 40m,1 stop,767
ITA Airways,2022-03-27,TLV,BCN,FCO,15:30,23:15,8h 45m,1 stop,388
Lufthansa,2022-03-27,TLV,BCN,"MUC, FRA",5:15,13:00,8h 45m,2 stops,"1,581"
KLM,2022-03-27,TLV,BCN,AMS,4:45,12:35,8h 50m,1 stop,927
Lufthansa,2022-03-27,TLV,MAD,FRA,8:00,15:55,8h 55m,1 stop,"1,234"
Lufthansa,2022-03-27,TLV,BCN,"MUC, FRA",7:15,15:10,8h 55m,2 stops,"1,581"
Lufthansa,2022-03-27,TLV,BCN,FRA,8:00,16:05,9h 05m,1 stop,"1,230"
Lufthansa,2022-03-27,TLV,BCN,FRA,4:50,13:00,9h 10m,1 stop,"1,448"
Turkish Airlines,2022-03-27,TLV,BCN,IST,2:00,10:15,9h 15m,1 stop,675
SWISS,2022-03-27,TLV,BCN,ZRH,5:45,14:05,9h 20m,1 stop,"1,388"
Pegasus Airlines,2022-03-27,TLV,BCN,SAW,5:10,13:35,9h 25m,1 stop,438
Lufthansa,2022-03-27,TLV,AGP,MUC,5:15,13:40,9h 25m,1 stop,"1,422"
Turkish Airlines,2022-03-27,TLV,MAD,IST,2:00,10:30,9h 30m,1 stop,834
Turkish Airlines,2022-03-27,TLV,BCN,IST,14:20,23:00,9h 40m,1 stop,675
Lufthansa,2022-03-27,TLV,MAD,"MUC, FRA",7:15,15:55,9h 40m,2 stops,"1,163"
Turkish Airlines,2022-03-27,TLV,AGP,IST,3:00,11:40,9h 40m,1 stop,"1,165"
ITA Airways,2022-03-27,TLV,MAD,FCO,15:30,0:14,9h 44m,1 stop,700
Wizz Air,2022-03-27,TLV,BCN,VIE,11:15,20:00,9h 45m,1 stop,148
Turkish Airlines,2022-03-27,TLV,MAD,IST,4:50,13:35,9h 45m,1 stop,834
easyJet,2022-03-27,TLV,BCN,BER,13:15,22:05,9h 50m,1 stop,349
Pegasus Airlines,2022-03-27,TLV,MAD,SAW,5:10,14:00,9h 50m,1 stop,486
Turkish Airlines,2022-03-27,TLV,BCN,IST,8:30,17:20,9h 50m,1 stop,691
Lufthansa,2022-03-27,TLV,BCN,"MUC, FRA",7:15,16:05,9h 50m,2 stops,"1,581"
KLM,2022-03-27,TLV,MAD,AMS,4:45,13:40,9h 55m,1 stop,"1,037"
Wizz Air,2022-03-30,TLV,BCN,WAW,11:35,18:55,8h 20m,1 stop,140
Wizz Air,2022-03-30,TLV,BCN,VIE,11:15,20:00,9h 45m,1 stop,82
Ryanair,2022-03-30,TLV,MAD,FCO,12:30,19:15,7h 45m,1 stop,181
Ryanair,2022-03-30,TLV,BCN,VIE,12:10,20:10,9h 00m,1 stop,114
Ryanair,2022-03-30,TLV,AGP,FCO,12:30,20:05,8h 35m,1 stop,182
Aegean Airlines,2022-03-30,TLV,BCN,ATH,5:10,10:35,6h 25m,1 stop,272
EL AL,2022-03-30,TLV,BCN,,17:30,21:10,4h 40m,nonstop,440
EL AL,2022-03-30,TLV,MAD,,5:30,9:50,5h 20m,nonstop,411
EL AL,2022-03-30,TLV,BCN,,5:45,9:25,4h 40m,nonstop,440
ITA Airways,2022-03-30,TLV,MAD,FCO,15:30,0:14,9h 44m,1 stop,371
ITA Airways,2022-03-30,TLV,BCN,FCO,4:05,10:50,7h 45m,1 stop,388
Pegasus Airlines,2022-03-30,TLV,BCN,SAW,6:55,13:35,7h 40m,1 stop,457
Aegean Airlines,2022-03-30,TLV,MAD,ATH,5:10,11:45,7h 35m,1 stop,442
ITA Airways,2022-03-30,TLV,MAD,FCO,4:05,13:05,10h 00m,1 stop,470
Pegasus Airlines,2022-03-30,TLV,MAD,SAW,6:55,14:00,8h 05m,1 stop,474
LOT,2022-03-30,TLV,BCN,WAW,5:05,12:20,8h 15m,1 stop,481
Ukraine International Airlines,2022-03-30,TLV,BCN,KBP,5:30,12:40,8h 10m,1 stop,579
Smartwings,2022-03-30,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,641
Turkish Airlines,2022-03-30,TLV,BCN,IST,16:40,23:00,7h 20m,1 stop,675
Turkish Airlines,2022-03-30,TLV,BCN,IST,10:30,17:20,7h 50m,1 stop,675
Turkish Airlines,2022-03-30,TLV,BCN,IST,14:20,23:00,9h 40m,1 stop,675
Brussels Airlines,2022-03-30,TLV,MAD,BRU,16:05,23:25,8h 20m,1 stop,681
Turkish Airlines,2022-03-30,TLV,BCN,IST,8:30,17:20,9h 50m,1 stop,691
Czech Airlines,2022-03-30,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,717
Pegasus Airlines,2022-03-30,TLV,BCN,SAW,5:10,13:35,9h 25m,1 stop,743
Air Europa,2022-03-30,TLV,MAD,,16:05,20:20,5h 15m,nonstop,945
Pegasus Airlines,2022-03-30,TLV,MAD,SAW,5:10,14:00,9h 50m,1 stop,772
Iberia,2022-03-30,TLV,BCN,MAD,5:30,12:50,8h 20m,1 stop,808
Turkish Airlines,2022-03-30,TLV,MAD,IST,4:50,13:35,9h 45m,1 stop,834
KLM,2022-03-30,TLV,MAD,AMS,4:45,13:40,9h 55m,1 stop,931
Lufthansa,2022-03-30,TLV,BCN,MUC,7:15,14:50,8h 35m,1 stop,940
Iberia,2022-03-30,TLV,MAD,,5:30,9:55,5h 25m,nonstop,947
KLM,2022-03-30,TLV,BCN,AMS,4:45,12:35,8h 50m,1 stop,"1,053"
Lufthansa,2022-03-30,TLV,BCN,FRA,8:00,15:10,8h 10m,1 stop,"1,125"
Iberia,2022-03-30,TLV,MAD,BCN,5:45,12:00,7h 15m,1 stop,"1,130"
SWISS,2022-03-30,TLV,AGP,ZRH,4:50,13:15,9h 25m,1 stop,"1,389"
Lufthansa,2022-03-30,TLV,MAD,FRA,8:00,15:55,8h 55m,1 stop,"1,417"
Lufthansa,2022-03-30,TLV,AGP,MUC,5:15,13:40,9h 25m,1 stop,"1,425"
Lufthansa,2022-03-30,TLV,BCN,MUC,5:15,11:00,6h 45m,1 stop,"1,426"
Lufthansa,2022-03-30,TLV,BCN,FRA,16:30,23:05,7h 35m,1 stop,"1,448"
Lufthansa,2022-03-30,TLV,BCN,FRA,4:50,11:50,8h 00m,1 stop,"1,448"
Lufthansa,2022-03-30,TLV,BCN,FRA,8:00,16:00,9h 00m,1 stop,"1,448"
Lufthansa,2022-03-30,TLV,BCN,FRA,4:50,13:05,9h 15m,1 stop,"1,448"
TAP AIR PORTUGAL,2022-03-30,TLV,BCN,LIS,17:15,1:30,9h 15m,1 stop,"1,755"
EL AL,2022-03-30,TLV,BCN,,5:45,9:25,4h 40m,nonstop,440
EL AL,2022-03-30,TLV,BCN,,17:30,21:10,4h 40m,nonstop,440
Air Europa,2022-03-30,TLV,MAD,,16:05,20:20,5h 15m,nonstop,945
EL AL,2022-03-30,TLV,MAD,,5:30,9:50,5h 20m,nonstop,411
Iberia,2022-03-30,TLV,MAD,,5:30,9:55,5h 25m,nonstop,947
Aegean Airlines,2022-03-30,TLV,BCN,ATH,5:10,10:35,6h 25m,1 stop,272
Lufthansa,2022-03-30,TLV,BCN,MUC,5:15,11:00,6h 45m,1 stop,"1,426"
Iberia,2022-03-30,TLV,MAD,BCN,5:45,12:00,7h 15m,1 stop,"1,130"
Turkish Airlines,2022-03-30,TLV,BCN,IST,16:40,23:00,7h 20m,1 stop,675
Aegean Airlines,2022-03-30,TLV,MAD,ATH,5:10,11:45,7h 35m,1 stop,442
Lufthansa,2022-03-30,TLV,BCN,FRA,16:30,23:05,7h 35m,1 stop,"1,448"
Pegasus Airlines,2022-03-30,TLV,BCN,SAW,6:55,13:35,7h 40m,1 stop,457
Ryanair,2022-03-30,TLV,MAD,FCO,12:30,19:15,7h 45m,1 stop,181
ITA Airways,2022-03-30,TLV,BCN,FCO,4:05,10:50,7h 45m,1 stop,388
Turkish Airlines,2022-03-30,TLV,BCN,IST,10:30,17:20,7h 50m,1 stop,675
Lufthansa,2022-03-30,TLV,BCN,FRA,4:50,11:50,8h 00m,1 stop,"1,448"
Pegasus Airlines,2022-03-30,TLV,MAD,SAW,6:55,14:00,8h 05m,1 stop,474
Ukraine International Airlines,2022-03-30,TLV,BCN,KBP,5:30,12:40,8h 10m,1 stop,579
Lufthansa,2022-03-30,TLV,BCN,FRA,8:00,15:10,8h 10m,1 stop,"1,125"
LOT,2022-03-30,TLV,BCN,WAW,5:05,12:20,8h 15m,1 stop,481
Wizz Air,2022-03-30,TLV,BCN,WAW,11:35,18:55,8h 20m,1 stop,140
Brussels Airlines,2022-03-30,TLV,MAD,BRU,16:05,23:25,8h 20m,1 stop,681
Iberia,2022-03-30,TLV,BCN,MAD,5:30,12:50,8h 20m,1 stop,808
Ryanair,2022-03-30,TLV,AGP,FCO,12:30,20:05,8h 35m,1 stop,182
Lufthansa,2022-03-30,TLV,BCN,MUC,7:15,14:50,8h 35m,1 stop,940
KLM,2022-03-30,TLV,BCN,AMS,4:45,12:35,8h 50m,1 stop,"1,053"
Lufthansa,2022-03-30,TLV,MAD,FRA,8:00,15:55,8h 55m,1 stop,"1,417"
Ryanair,2022-03-30,TLV,BCN,VIE,12:10,20:10,9h 00m,1 stop,114
Lufthansa,2022-03-30,TLV,BCN,FRA,8:00,16:00,9h 00m,1 stop,"1,448"
Lufthansa,2022-03-30,TLV,BCN,FRA,4:50,13:05,9h 15m,1 stop,"1,448"
TAP AIR PORTUGAL,2022-03-30,TLV,BCN,LIS,17:15,1:30,9h 15m,1 stop,"1,755"
Pegasus Airlines,2022-03-30,TLV,BCN,SAW,5:10,13:35,9h 25m,1 stop,743
SWISS,2022-03-30,TLV,AGP,ZRH,4:50,13:15,9h 25m,1 stop,"1,389"
Lufthansa,2022-03-30,TLV,AGP,MUC,5:15,13:40,9h 25m,1 stop,"1,425"
Turkish Airlines,2022-03-30,TLV,BCN,IST,14:20,23:00,9h 40m,1 stop,675
ITA Airways,2022-03-30,TLV,MAD,FCO,15:30,0:14,9h 44m,1 stop,371
Wizz Air,2022-03-30,TLV,BCN,VIE,11:15,20:00,9h 45m,1 stop,82
Turkish Airlines,2022-03-30,TLV,MAD,IST,4:50,13:35,9h 45m,1 stop,834
Turkish Airlines,2022-03-30,TLV,BCN,IST,8:30,17:20,9h 50m,1 stop,691
Pegasus Airlines,2022-03-30,TLV,MAD,SAW,5:10,14:00,9h 50m,1 stop,772
KLM,2022-03-30,TLV,MAD,AMS,4:45,13:40,9h 55m,1 stop,931
ITA Airways,2022-03-30,TLV,MAD,FCO,4:05,13:05,10h 00m,1 stop,470
Smartwings,2022-03-30,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,641
Czech Airlines,2022-03-30,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,717
Wizz Air,2022-04-01,TLV,MAD,BUD,11:55,20:05,9h 10m,1 stop,212
ITA Airways,2022-04-01,TLV,MAD,FCO,4:05,10:45,7h 40m,1 stop,364
ITA Airways,2022-04-01,TLV,MAD,FCO,15:30,0:14,9h 44m,1 stop,364
Aegean Airlines,2022-04-01,TLV,BCN,ATH,5:10,10:35,6h 25m,1 stop,381
ITA Airways,2022-04-01,TLV,BCN,FCO,15:30,23:15,8h 45m,1 stop,393
TAP AIR PORTUGAL,2022-04-01,TLV,MAD,LIS,5:05,12:40,8h 35m,1 stop,437
Aegean Airlines,2022-04-01,TLV,MAD,ATH,5:10,11:45,7h 35m,1 stop,442
Vueling,2022-04-01,TLV,BCN,,5:10,8:55,4h 45m,nonstop,455
Pegasus Airlines,2022-04-01,TLV,BCN,SAW,6:55,13:35,7h 40m,1 stop,457
Pegasus Airlines,2022-04-01,TLV,BCN,SAW,5:10,13:35,9h 25m,1 stop,457
ITA Airways,2022-04-01,TLV,MAD,FCO,4:05,13:05,10h 00m,1 stop,467
EL AL,2022-04-01,TLV,BCN,,14:25,18:05,4h 40m,nonstop,481
LOT,2022-04-01,TLV,BCN,WAW,5:05,12:20,8h 15m,1 stop,481
Pegasus Airlines,2022-04-01,TLV,MAD,SAW,6:55,14:00,8h 05m,1 stop,489
Pegasus Airlines,2022-04-01,TLV,MAD,SAW,5:10,14:00,9h 50m,1 stop,489
Air Europa,2022-04-01,TLV,MAD,,16:05,20:20,5h 15m,nonstop,523
Iberia,2022-04-01,TLV,MAD,,5:30,9:55,5h 25m,nonstop,532
Vueling,2022-04-01,TLV,MAD,BCN,5:10,13:25,9h 15m,1 stop,585
EL AL,2022-04-01,TLV,MAD,,5:30,9:50,5h 20m,nonstop,637
Turkish Airlines,2022-04-01,TLV,BCN,IST,16:40,23:00,7h 20m,1 stop,675
Turkish Airlines,2022-04-01,TLV,BCN,IST,10:30,17:20,7h 50m,1 stop,675
Turkish Airlines,2022-04-01,TLV,BCN,IST,14:20,23:00,9h 40m,1 stop,675
Smartwings,2022-04-01,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,687
Turkish Airlines,2022-04-01,TLV,BCN,IST,8:30,17:20,9h 50m,1 stop,691
Iberia,2022-04-01,TLV,BCN,MAD,5:30,12:50,8h 20m,1 stop,735
Vueling,2022-04-01,TLV,AGP,BCN,5:10,14:10,10h 00m,1 stop,739
Czech Airlines,2022-04-01,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,764
Turkish Airlines,2022-04-01,TLV,MAD,IST,4:50,13:35,9h 45m,1 stop,834
Iberia,2022-04-01,TLV,MAD,BCN,14:25,21:00,7h 35m,1 stop,"1,152"
Iberia,2022-04-01,TLV,MAD,BCN,14:25,22:30,9h 05m,1 stop,"1,152"
Brussels Airlines,2022-04-01,TLV,MAD,BRU,16:05,23:25,8h 20m,1 stop,"1,280"
KLM,2022-04-01,TLV,MAD,AMS,4:45,13:40,9h 55m,1 stop,"1,397"
KLM,2022-04-01,TLV,BCN,AMS,4:45,12:35,8h 50m,1 stop,"1,426"
SWISS,2022-04-01,TLV,AGP,ZRH,4:50,13:15,9h 25m,1 stop,"1,462"
Lufthansa,2022-04-01,TLV,BCN,MUC,7:15,14:50,8h 35m,1 stop,"1,510"
Lufthansa,2022-04-01,TLV,BCN,FRA,16:30,23:05,7h 35m,1 stop,"1,531"
Lufthansa,2022-04-01,TLV,BCN,FRA,4:50,11:50,8h 00m,1 stop,"1,531"
Lufthansa,2022-04-01,TLV,BCN,FRA,8:00,15:10,8h 10m,1 stop,"1,531"
Lufthansa,2022-04-01,TLV,MAD,FRA,4:50,12:05,8h 15m,1 stop,"1,531"
Lufthansa,2022-04-01,TLV,MAD,FRA,8:00,15:55,8h 55m,1 stop,"1,531"
Lufthansa,2022-04-01,TLV,BCN,FRA,8:00,16:05,9h 05m,1 stop,"1,531"
Lufthansa,2022-04-01,TLV,BCN,FRA,4:50,13:00,9h 10m,1 stop,"1,531"
Lufthansa,2022-04-01,TLV,BCN,"MUC, FRA",7:15,15:10,8h 55m,2 stops,"1,581"
Lufthansa,2022-04-01,TLV,BCN,"MUC, FRA",7:15,16:05,9h 50m,2 stops,"1,581"
Lufthansa,2022-04-01,TLV,MAD,"MUC, FRA",7:15,15:55,9h 40m,2 stops,"1,590"
EL AL,2022-04-01,TLV,BCN,,14:25,18:05,4h 40m,nonstop,481
Vueling,2022-04-01,TLV,BCN,,5:10,8:55,4h 45m,nonstop,455
Air Europa,2022-04-01,TLV,MAD,,16:05,20:20,5h 15m,nonstop,523
EL AL,2022-04-01,TLV,MAD,,5:30,9:50,5h 20m,nonstop,637
Iberia,2022-04-01,TLV,MAD,,5:30,9:55,5h 25m,nonstop,496
Aegean Airlines,2022-04-01,TLV,BCN,ATH,5:10,10:35,6h 25m,1 stop,276
Turkish Airlines,2022-04-01,TLV,BCN,IST,16:40,23:00,7h 20m,1 stop,675
Aegean Airlines,2022-04-01,TLV,MAD,ATH,5:10,11:45,7h 35m,1 stop,442
Iberia,2022-04-01,TLV,MAD,BCN,14:25,21:00,7h 35m,1 stop,"1,130"
Lufthansa,2022-04-01,TLV,BCN,FRA,16:30,23:05,7h 35m,1 stop,"1,449"
ITA Airways,2022-04-01,TLV,MAD,FCO,4:05,10:45,7h 40m,1 stop,364
Pegasus Airlines,2022-04-01,TLV,BCN,SAW,6:55,13:35,7h 40m,1 stop,438
Turkish Airlines,2022-04-01,TLV,BCN,IST,10:30,17:20,7h 50m,1 stop,675
easyJet,2022-04-01,TLV,MAD,GVA,13:05,20:00,7h 55m,1 stop,363
Ryanair,2022-04-01,TLV,BCN,VIE,12:10,19:10,8h 00m,1 stop,355
Lufthansa,2022-04-01,TLV,BCN,FRA,4:50,11:50,8h 00m,1 stop,"1,449"
Pegasus Airlines,2022-04-01,TLV,MAD,SAW,6:55,14:00,8h 05m,1 stop,484
Lufthansa,2022-04-01,TLV,BCN,FRA,8:00,15:10,8h 10m,1 stop,"1,449"
LOT,2022-04-01,TLV,BCN,WAW,5:05,12:20,8h 15m,1 stop,481
Lufthansa,2022-04-01,TLV,MAD,FRA,4:50,12:05,8h 15m,1 stop,"1,432"
Iberia,2022-04-01,TLV,BCN,MAD,5:30,12:50,8h 20m,1 stop,713
Brussels Airlines,2022-04-01,TLV,MAD,BRU,16:05,23:25,8h 20m,1 stop,"1,280"
TAP AIR PORTUGAL,2022-04-01,TLV,MAD,LIS,5:05,12:40,8h 35m,1 stop,319
Lufthansa,2022-04-01,TLV,BCN,MUC,7:15,14:50,8h 35m,1 stop,"1,409"
ITA Airways,2022-04-01,TLV,BCN,FCO,15:30,23:15,8h 45m,1 stop,393
KLM,2022-04-01,TLV,BCN,AMS,4:45,12:35,8h 50m,1 stop,"1,405"
Lufthansa,2022-04-01,TLV,MAD,FRA,8:00,15:55,8h 55m,1 stop,"1,432"
Lufthansa,2022-04-01,TLV,BCN,"MUC, FRA",7:15,15:10,8h 55m,2 stops,"1,572"
Ryanair,2022-04-01,TLV,AGP,FCO,12:40,20:45,9h 05m,1 stop,142
Iberia,2022-04-01,TLV,MAD,BCN,14:25,22:30,9h 05m,1 stop,"1,152"
Lufthansa,2022-04-01,TLV,BCN,FRA,8:00,16:05,9h 05m,1 stop,"1,431"
Wizz Air,2022-04-01,TLV,MAD,BUD,11:55,20:05,9h 10m,1 stop,209
Lufthansa,2022-04-01,TLV,BCN,FRA,4:50,13:00,9h 10m,1 stop,"1,449"
Vueling,2022-04-01,TLV,MAD,BCN,5:10,13:25,9h 15m,1 stop,585
Pegasus Airlines,2022-04-01,TLV,BCN,SAW,5:10,13:35,9h 25m,1 stop,438
SWISS,2022-04-01,TLV,AGP,ZRH,4:50,13:15,9h 25m,1 stop,"1,384"
Turkish Airlines,2022-04-01,TLV,BCN,IST,14:20,23:00,9h 40m,1 stop,675
Lufthansa,2022-04-01,TLV,MAD,"MUC, FRA",7:15,15:55,9h 40m,2 stops,"1,581"
ITA Airways,2022-04-01,TLV,MAD,FCO,15:30,0:14,9h 44m,1 stop,364
Wizz Air,2022-04-01,TLV,BCN,VIE,11:15,20:00,9h 45m,1 stop,253
Turkish Airlines,2022-04-01,TLV,MAD,IST,4:50,13:35,9h 45m,1 stop,834
Pegasus Airlines,2022-04-01,TLV,MAD,SAW,5:10,14:00,9h 50m,1 stop,484
Turkish Airlines,2022-04-01,TLV,BCN,IST,8:30,17:20,9h 50m,1 stop,691
Lufthansa,2022-04-01,TLV,BCN,"MUC, FRA",7:15,16:05,9h 50m,2 stops,"1,581"
KLM,2022-04-01,TLV,MAD,AMS,4:45,13:40,9h 55m,1 stop,945
ITA Airways,2022-04-01,TLV,MAD,FCO,4:05,13:05,10h 00m,1 stop,467
Smartwings,2022-04-01,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,687
Vueling,2022-04-01,TLV,AGP,BCN,5:10,14:10,10h 00m,1 stop,737
Czech Airlines,2022-04-01,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,764
Iberia,2022-05-06,TLV,MAD,,5:30,9:55,5h 25m,nonstop,275
Ryanair,2022-05-06,TLV,BCN,VIE,12:10,19:10,8h 00m,1 stop,259
Vueling,2022-05-06,TLV,BCN,,5:10,8:55,4h 45m,nonstop,332
EL AL,2022-05-06,TLV,BCN,,14:25,18:05,4h 40m,nonstop,481
Air Europa,2022-05-06,TLV,MAD,,16:05,20:20,5h 15m,nonstop,483
ITA Airways,2022-05-06,TLV,MAD,FCO,4:05,10:45,7h 40m,1 stop,361
Aegean Airlines,2022-05-06,TLV,BCN,ATH,5:10,10:35,6h 25m,1 stop,384
Pegasus Airlines,2022-05-06,TLV,MAD,SAW,6:55,14:00,8h 05m,1 stop,395
Pegasus Airlines,2022-05-06,TLV,BCN,SAW,6:55,13:35,7h 40m,1 stop,438
EL AL,2022-05-06,TLV,MAD,,5:30,9:50,5h 20m,nonstop,503
Wizz Air,2022-05-06,TLV,BCN,BUD,11:55,19:15,8h 20m,1 stop,317
TAP AIR PORTUGAL,2022-05-06,TLV,MAD,LIS,5:05,12:40,8h 35m,1 stop,319
ITA Airways,2022-05-06,TLV,MAD,FCO,15:30,0:14,9h 44m,1 stop,361
Pegasus Airlines,2022-05-06,TLV,MAD,SAW,5:10,14:00,9h 50m,1 stop,395
Ryanair,2022-05-06,TLV,AGP,FCO,12:40,20:45,9h 05m,1 stop,399
ITA Airways,2022-05-06,TLV,BCN,FCO,15:30,23:15,8h 45m,1 stop,423
Pegasus Airlines,2022-05-06,TLV,BCN,SAW,5:10,13:35,9h 25m,1 stop,438
LOT,2022-05-06,TLV,BCN,WAW,5:05,12:20,8h 15m,1 stop,480
Vueling,2022-05-06,TLV,MAD,BCN,5:10,13:25,9h 15m,1 stop,453
ITA Airways,2022-05-06,TLV,MAD,FCO,4:05,13:05,10h 00m,1 stop,467
Smartwings,2022-05-06,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,641
Aegean Airlines,2022-05-06,TLV,MAD,ATH,5:10,11:45,7h 35m,1 stop,645
Turkish Airlines,2022-05-06,TLV,BCN,IST,16:40,23:00,7h 20m,1 stop,675
Turkish Airlines,2022-05-06,TLV,BCN,IST,10:30,17:20,7h 50m,1 stop,675
Turkish Airlines,2022-05-06,TLV,BCN,IST,14:20,23:00,9h 40m,1 stop,675
Turkish Airlines,2022-05-06,TLV,BCN,IST,8:30,17:20,9h 50m,1 stop,691
Vueling,2022-05-06,TLV,AGP,BCN,5:10,14:10,10h 00m,1 stop,662
Czech Airlines,2022-05-06,TLV,BCN,PRG,4:50,13:50,10h 00m,1 stop,717
Turkish Airlines,2022-05-06,TLV,MAD,IST,4:50,13:35,9h 45m,1 stop,834
British Airways,2022-05-06,TLV,MAD,LHR,7:10,15:00,8h 50m,1 stop,866
British Airways,2022-05-06,TLV,MAD,LHR,7:10,15:30,9h 20m,1 stop,866
British Airways,2022-05-06,TLV,BCN,LHR,7:10,16:10,10h 00m,1 stop,866
Iberia,2022-05-06,TLV,BCN,MAD,5:30,12:50,8h 20m,1 stop,"1,020"
KLM,2022-05-06,TLV,BCN,AMS,4:45,12:35,8h 50m,1 stop,"1,057"
KLM,2022-05-06,TLV,MAD,AMS,4:45,13:40,9h 55m,1 stop,"1,090"
Air France,2022-05-06,TLV,MAD,CDG,7:50,15:40,8h 50m,1 stop,"1,193"
Iberia,2022-05-06,TLV,MAD,BCN,14:25,21:00,7h 35m,1 stop,"1,200"
Iberia,2022-05-06,TLV,MAD,BCN,14:25,22:30,9h 05m,1 stop,"1,225"
Brussels Airlines,2022-05-06,TLV,MAD,BRU,16:05,23:25,8h 20m,1 stop,"1,277"
Lufthansa,2022-05-06,TLV,BCN,FRA,16:30,23:05,7h 35m,1 stop,"1,449"
SWISS,2022-05-06,TLV,AGP,ZRH,4:50,13:15,9h 25m,1 stop,"1,384"
Air France,2022-05-06,TLV,BCN,CDG,7:50,14:25,7h 35m,1 stop,"1,399"
Lufthansa,2022-05-06,TLV,MAD,MUC,7:15,14:30,8h 15m,1 stop,"1,405"
Lufthansa,2022-05-06,TLV,BCN,MUC,7:15,14:50,8h 35m,1 stop,"1,426"
Lufthansa,2022-05-06,TLV,MAD,FRA,4:50,12:05,8h 15m,1 stop,"1,428"
Lufthansa,2022-05-06,TLV,MAD,FRA,8:00,15:55,8h 55m,1 stop,"1,428"
Lufthansa,2022-05-06,TLV,BCN,FRA,4:50,11:50,8h 00m,1 stop,"1,449"
Lufthansa,2022-05-06,TLV,BCN,FRA,8:00,15:10,8h 10m,1 stop,"1,449"
Lufthansa,2022-05-06,TLV,BCN,FRA,8:00,16:05,9h 05m,1 stop,"1,449"
Lufthansa,2022-05-06,TLV,BCN,FRA,4:50,13:00,9h 10m,1 stop,"1,449"
Lufthansa,2022-05-06,TLV,BCN,"MUC, FRA",7:15,15:10,8h 55m,2 stops,"1,572"
Lufthansa,2022-05-06,TLV,MAD,"MUC, FRA",7:15,15:55,9h 40m,2 stops,"1,572"
Lufthansa,2022-05-06,TLV,BCN,"MUC, FRA",7:15,16:05,9h 50m,2 stops,"1,572"
Lufthansa,2022-05-06,TLV,BCN,"MUC, FRA",7:15,16:05,9h 50m,2 stops,"1,572"
EL AL,2022-05-06,TLV,BCN,,14:25,18:05,4h 40m,nonstop,481
Vueling,2022-05-06,TLV,BCN,,5:10,8:55,4h 45m,nonstop,332
Air Europa,2022-05-06,TLV,MAD,,16:05,20:20,5h 15m,nonstop,483
EL AL,2022-05-06,TLV,MAD,,5:30,9:50,5h 20m,nonstop,503
Iberia,2022-05-06,TLV,MAD,,5:30,9:55,5h 25m,nonstop,275
Aegean Airlines,2022-05-06,TLV,BCN,ATH,5:10,10:35,6h 25m,1 stop,384
