Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
Pegasus Airlines,2022-02-09,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,346
easyJet,2022-02-09,TLV,EDI,AMS,14:00,19:35,7h 35m,1 stop,362
KLM,2022-02-09,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,491
Air France,2022-02-09,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,495
British Airways,2022-02-09,TLV,LHR,,16:25,19:40,5h 15m,nonstop,574
EL AL,2022-02-09,TLV,LHR,,09:05,12:35,5h 30m,nonstop,659
Turkish Airlines,2022-02-09,TLV,LHR,IST,10:20,16:05,7h 45m,1 stop,"1,044"
Lufthansa,2022-02-09,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,362"
Lufthansa,2022-02-09,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,380"
Lufthansa,2022-02-09,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,414"
SWISS,2022-02-09,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,476"
Ryanair,2022-02-09,TLV,MAN,BGY,12:15,19:00,8h 45m,1 stop,276
Ryanair,2022-02-09,TLV,MAN,BGY,12:15,19:00,8h 45m,1 stop,276
Pegasus Airlines,2022-02-09,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,346
easyJet,2022-02-09,TLV,EDI,AMS,14:00,19:35,7h 35m,1 stop,362
British Airways,2022-02-09,TLV,LHR,,16:25,19:40,5h 15m,nonstop,574
EL AL,2022-02-09,TLV,LHR,,09:05,12:35,5h 30m,nonstop,659
KLM,2022-02-09,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,491
Air France,2022-02-09,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,495
Turkish Airlines,2022-02-09,TLV,LHR,IST,10:20,16:05,7h 45m,1 stop,"1,044"
Lufthansa,2022-02-09,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,362"
Lufthansa,2022-02-09,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,380"
SWISS,2022-02-09,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,476"
Lufthansa,2022-02-09,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,414"
British Airways,2022-02-09,TLV,LHR,,16:25,19:40,5h 15m,nonstop,574
EL AL,2022-02-09,TLV,LHR,,09:05,12:35,5h 30m,nonstop,659
Lufthansa,2022-02-09,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,380"
SWISS,2022-02-09,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,476"
KLM,2022-02-09,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,491
Air France,2022-02-09,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,495
easyJet,2022-02-09,TLV,EDI,AMS,14:00,19:35,7h 35m,1 stop,362
Turkish Airlines,2022-02-09,TLV,LHR,IST,10:20,16:05,7h 45m,1 stop,"1,044"
Lufthansa,2022-02-09,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,362"
Lufthansa,2022-02-09,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,414"
Pegasus Airlines,2022-02-09,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,346
Ryanair,2022-02-09,TLV,MAN,BGY,12:15,19:00,8h 45m,1 stop,276
Pegasus Airlines,2022-02-10,TLV,MAN,AYT,15:50,22:25,8h 35m,1 stop,301
Pegasus Airlines,2022-02-10,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,406
Aegean Airlines,2022-02-10,TLV,LHR,ATH,05:20,11:10,7h 50m,1 stop,449
easyJet,2022-02-10,TLV,MAN,,20:35,00:25,5h 50m,nonstop,484
EL AL,2022-02-10,TLV,LHR,,15:15,18:45,5h 30m,nonstop,522
EL AL,2022-02-10,TLV,LHR,,09:05,12:35,5h 30m,nonstop,573
Virgin Atlantic,2022-02-10,TLV,LHR,,06:05,09:40,5h 35m,nonstop,599
Iberia,2022-02-10,TLV,LHR,MAD,06:00,13:50,9h 50m,1 stop,831
Turkish Airlines,2022-02-10,TLV,LHR,IST,07:25,13:35,8h 10m,1 stop,"1,044"
Turkish Airlines,2022-02-10,TLV,LHR,IST,09:50,16:05,8h 15m,1 stop,"1,044"
KLM,2022-02-10,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,"1,069"
Turkish Airlines,2022-02-10,TLV,MAN,IST,07:25,14:55,9h 30m,1 stop,"1,349"
Lufthansa,2022-02-10,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,531"
SWISS,2022-02-10,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,615"
Lufthansa,2022-02-10,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,728"
Lufthansa,2022-02-10,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,728"
Lufthansa,2022-02-10,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,746"
Lufthansa,2022-02-10,TLV,LHR,FRA,16:25,22:15,7h 50m,1 stop,"1,746"
Lufthansa,2022-02-10,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,746"
Pegasus Airlines,2022-02-10,TLV,MAN,AYT,15:50,22:25,8h 35m,1 stop,355
EL AL,2022-02-10,TLV,LHR,,15:15,18:45,5h 30m,nonstop,522
Pegasus Airlines,2022-02-10,TLV,MAN,AYT,15:50,22:25,8h 35m,1 stop,301
EL AL,2022-02-10,TLV,LHR,,09:05,12:35,5h 30m,nonstop,573
easyJet,2022-02-10,TLV,MAN,,20:35,00:25,5h 50m,nonstop,484
Virgin Atlantic,2022-02-10,TLV,LHR,,06:05,09:40,5h 35m,nonstop,599
Pegasus Airlines,2022-02-10,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,406
Aegean Airlines,2022-02-10,TLV,LHR,ATH,05:20,11:10,7h 50m,1 stop,449
Iberia,2022-02-10,TLV,LHR,MAD,06:00,13:50,9h 50m,1 stop,831
Turkish Airlines,2022-02-10,TLV,LHR,IST,07:25,13:35,8h 10m,1 stop,"1,044"
Turkish Airlines,2022-02-10,TLV,LHR,IST,09:50,16:05,8h 15m,1 stop,"1,044"
KLM,2022-02-10,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,"1,069"
Turkish Airlines,2022-02-10,TLV,MAN,IST,07:25,14:55,9h 30m,1 stop,"1,349"
Lufthansa,2022-02-10,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,531"
SWISS,2022-02-10,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,615"
Lufthansa,2022-02-10,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,728"
Lufthansa,2022-02-10,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,728"
Lufthansa,2022-02-10,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,746"
Lufthansa,2022-02-10,TLV,LHR,FRA,16:25,22:15,7h 50m,1 stop,"1,746"
Lufthansa,2022-02-10,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,746"
EL AL,2022-02-10,TLV,LHR,,15:15,18:45,5h 30m,nonstop,522
EL AL,2022-02-10,TLV,LHR,,09:05,12:35,5h 30m,nonstop,573
Virgin Atlantic,2022-02-10,TLV,LHR,,06:05,09:40,5h 35m,nonstop,599
easyJet,2022-02-10,TLV,MAN,,20:35,00:25,5h 50m,nonstop,484
SWISS,2022-02-10,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,615"
Lufthansa,2022-02-10,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,746"
KLM,2022-02-10,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,"1,069"
Aegean Airlines,2022-02-10,TLV,LHR,ATH,05:20,11:10,7h 50m,1 stop,449
Lufthansa,2022-02-10,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,728"
Lufthansa,2022-02-10,TLV,LHR,FRA,16:25,22:15,7h 50m,1 stop,"1,746"
Turkish Airlines,2022-02-10,TLV,LHR,IST,07:25,13:35,8h 10m,1 stop,"1,044"
Lufthansa,2022-02-10,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,728"
Lufthansa,2022-02-10,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,746"
Turkish Airlines,2022-02-10,TLV,LHR,IST,09:50,16:05,8h 15m,1 stop,"1,044"
Pegasus Airlines,2022-02-10,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,406
Lufthansa,2022-02-10,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,531"
Pegasus Airlines,2022-02-10,TLV,MAN,AYT,15:50,22:25,8h 35m,1 stop,301
Turkish Airlines,2022-02-10,TLV,MAN,IST,07:25,14:55,9h 30m,1 stop,"1,349"
Iberia,2022-02-10,TLV,LHR,MAD,06:00,13:50,9h 50m,1 stop,831
Pegasus Airlines,2022-02-11,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,371
EL AL,2022-02-11,TLV,LHR,,09:05,12:35,5h 30m,nonstop,522
easyJet,2022-02-11,TLV,EDI,AMS,14:00,21:30,9h 30m,1 stop,285
British Airways,2022-02-11,TLV,LHR,,16:25,19:40,5h 15m,nonstop,530
Pegasus Airlines,2022-02-11,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,346
Virgin Atlantic,2022-02-11,TLV,LHR,,06:05,09:40,5h 35m,nonstop,548
easyJet,2022-02-11,TLV,MAN,AMS,14:00,21:45,9h 45m,1 stop,285
Air France,2022-02-11,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,456
KLM,2022-02-11,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,492
Air France,2022-02-11,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,495
Air France,2022-02-11,TLV,EDI,CDG,15:55,22:20,8h 25m,1 stop,592
KLM,2022-02-11,TLV,MAN,AMS,05:15,12:55,9h 40m,1 stop,823
Iberia,2022-02-11,TLV,LHR,MAD,06:00,13:30,9h 30m,1 stop,824
Turkish Airlines,2022-02-11,TLV,LHR,IST,10:20,16:05,7h 45m,1 stop,"1,044"
Turkish Airlines,2022-02-11,TLV,LHR,IST,07:25,13:35,8h 10m,1 stop,"1,044"
SWISS,2022-02-11,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,432"
Lufthansa,2022-02-11,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,457"
Lufthansa,2022-02-11,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,480"
Lufthansa,2022-02-11,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,644"
Lufthansa,2022-02-11,TLV,LHR,FRA,16:25,22:15,7h 50m,1 stop,"1,663"
Lufthansa,2022-02-11,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,644"
Lufthansa,2022-02-11,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,663"
Lufthansa,2022-02-11,TLV,MAN,"MUC, FRA",07:00,14:55,9h 55m,2 stops,"1,771"
British Airways,2022-02-11,TLV,LHR,,16:25,19:40,5h 15m,nonstop,530
EL AL,2022-02-11,TLV,LHR,,09:05,12:35,5h 30m,nonstop,522
Virgin Atlantic,2022-02-11,TLV,LHR,,06:05,09:40,5h 35m,nonstop,548
Air France,2022-02-11,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,456
SWISS,2022-02-11,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,432"
Lufthansa,2022-02-11,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,644"
KLM,2022-02-11,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,492
Air France,2022-02-11,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,495
Turkish Airlines,2022-02-11,TLV,LHR,IST,10:20,16:05,7h 45m,1 stop,"1,044"
Lufthansa,2022-02-11,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,480"
Lufthansa,2022-02-11,TLV,LHR,FRA,16:25,22:15,7h 50m,1 stop,"1,663"
Turkish Airlines,2022-02-11,TLV,LHR,IST,07:25,13:35,8h 10m,1 stop,"1,044"
Lufthansa,2022-02-11,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,644"
Lufthansa,2022-02-11,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,663"
Air France,2022-02-11,TLV,EDI,CDG,15:55,22:20,8h 25m,1 stop,592
Pegasus Airlines,2022-02-11,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,346
Lufthansa,2022-02-11,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,457"
easyJet,2022-02-11,TLV,EDI,AMS,14:00,21:30,9h 30m,1 stop,285
Iberia,2022-02-11,TLV,LHR,MAD,06:00,13:30,9h 30m,1 stop,824
KLM,2022-02-11,TLV,MAN,AMS,05:15,12:55,9h 40m,1 stop,823
easyJet,2022-02-11,TLV,MAN,AMS,14:00,21:45,9h 45m,1 stop,285
Lufthansa,2022-02-11,TLV,MAN,"MUC, FRA",07:00,14:55,9h 55m,2 stops,"1,771"
Pegasus Airlines,2022-02-12,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,314
Air France,2022-02-12,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,532
KLM,2022-02-12,TLV,MAN,AMS,05:15,12:55,9h 40m,1 stop,532
Air France,2022-02-12,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,573
Virgin Atlantic,2022-02-12,TLV,LHR,,06:05,09:40,5h 35m,nonstop,599
British Airways,2022-02-12,TLV,LHR,,16:25,19:40,5h 15m,nonstop,650
Turkish Airlines,2022-02-12,TLV,LHR,IST,09:50,16:05,8h 15m,1 stop,"1,044"
Finnair,2022-02-12,TLV,LHR,HEL,01:10,09:10,10h 00m,1 stop,"1,173"
Turkish Airlines,2022-02-12,TLV,MAN,IST,09:50,15:40,7h 50m,1 stop,"1,337"
Lufthansa,2022-02-12,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,531"
SWISS,2022-02-12,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,613"
SWISS,2022-02-12,TLV,MAN,ZRH,07:35,13:05,7h 30m,1 stop,"1,621"
Lufthansa,2022-02-12,TLV,LHR,MUC,17:05,22:40,7h 35m,1 stop,"1,728"
Lufthansa,2022-02-12,TLV,LHR,MUC,07:00,12:50,7h 50m,1 stop,"1,728"
Lufthansa,2022-02-12,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,746"
Lufthansa,2022-02-12,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,746"
Lufthansa,2022-02-12,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,662"
Pegasus Airlines,2022-02-12,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,336
Pegasus Airlines,2022-02-12,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,314
Air France,2022-02-12,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,456
Air France,2022-02-12,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,497
Virgin Atlantic,2022-02-12,TLV,LHR,,06:05,09:40,5h 35m,nonstop,548
British Airways,2022-02-12,TLV,LHR,,16:25,19:40,5h 15m,nonstop,574
KLM,2022-02-12,TLV,MAN,AMS,05:15,12:55,9h 40m,1 stop,451
Turkish Airlines,2022-02-12,TLV,LHR,IST,09:50,16:05,8h 15m,1 stop,"1,044"
Finnair,2022-02-12,TLV,LHR,HEL,01:10,09:10,10h 00m,1 stop,"1,108"
Turkish Airlines,2022-02-12,TLV,MAN,IST,09:50,15:40,7h 50m,1 stop,"1,337"
Lufthansa,2022-02-12,TLV,LHR,MUC,17:05,22:40,7h 35m,1 stop,"1,352"
Lufthansa,2022-02-12,TLV,LHR,MUC,07:00,12:50,7h 50m,1 stop,"1,367"
Lufthansa,2022-02-12,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,455"
Lufthansa,2022-02-12,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,589"
SWISS,2022-02-12,TLV,MAN,ZRH,07:35,13:05,7h 30m,1 stop,"1,592"
SWISS,2022-02-12,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,613"
Lufthansa,2022-02-12,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,662"
British Airways,2022-02-12,TLV,LHR,,16:25,19:40,5h 15m,nonstop,574
Virgin Atlantic,2022-02-12,TLV,LHR,,06:05,09:40,5h 35m,nonstop,548
Air France,2022-02-12,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,456
SWISS,2022-02-12,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,613"
Lufthansa,2022-02-12,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,662"
Air France,2022-02-12,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,497
SWISS,2022-02-12,TLV,MAN,ZRH,07:35,13:05,7h 30m,1 stop,"1,592"
Lufthansa,2022-02-12,TLV,LHR,MUC,17:05,22:40,7h 35m,1 stop,"1,352"
Turkish Airlines,2022-02-12,TLV,MAN,IST,09:50,15:40,7h 50m,1 stop,"1,337"
Lufthansa,2022-02-12,TLV,LHR,MUC,07:00,12:50,7h 50m,1 stop,"1,367"
Lufthansa,2022-02-12,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,589"
Turkish Airlines,2022-02-12,TLV,LHR,IST,09:50,16:05,8h 15m,1 stop,"1,044"
Pegasus Airlines,2022-02-12,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,314
Lufthansa,2022-02-12,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,455"
KLM,2022-02-12,TLV,MAN,AMS,05:15,12:55,9h 40m,1 stop,451
Finnair,2022-02-12,TLV,LHR,HEL,01:10,09:10,10h 00m,1 stop,"1,108"
ITA Airways,2022-03-06,TLV,LHR,FCO,17:35,22:40,7h 05m,1 stop,372
Ryanair,2022-03-06,TLV,EDI,TSF,12:30,18:15,7h 45m,1 stop,269
Ryanair,2022-03-06,TLV,EDI,VIE,11:00,18:30,9h 30m,1 stop,189
ITA Airways,2022-03-06,TLV,LHR,FCO,17:35,22:40,7h 05m,1 stop,323
Ryanair,2022-03-06,TLV,MAN,PFO,09:00,16:15,9h 15m,1 stop,210
Ryanair,2022-03-06,TLV,MAN,BUD,14:10,19:45,7h 35m,1 stop,326
EL AL,2022-03-06,TLV,LHR,,17:15,20:45,5h 30m,nonstop,484
EL AL,2022-03-06,TLV,LHR,,09:05,12:35,5h 30m,nonstop,576
British Airways,2022-03-06,TLV,LHR,,16:30,19:45,5h 15m,nonstop,530
KLM,2022-03-06,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,657
Smartwings,2022-03-06,TLV,LHR,PRG,05:35,13:25,9h 50m,1 stop,783
Pegasus Airlines,2022-03-06,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,820
Czech Airlines,2022-03-06,TLV,LHR,PRG,05:35,13:25,9h 50m,1 stop,860
Air France,2022-03-06,TLV,EDI,CDG,15:55,22:20,8h 25m,1 stop,862
Air France,2022-03-06,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,953
Air France,2022-03-06,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,993
Brussels Airlines,2022-03-06,TLV,LHR,BRU,16:10,21:20,7h 10m,1 stop,"1,003"
Turkish Airlines,2022-03-06,TLV,LHR,IST,10:20,16:05,7h 45m,1 stop,"1,044"
Turkish Airlines,2022-03-06,TLV,LHR,IST,07:25,13:35,8h 10m,1 stop,"1,044"
Iberia,2022-03-06,TLV,LHR,MAD,06:00,13:50,9h 50m,1 stop,"1,288"
Lufthansa,2022-03-06,TLV,MAN,"MUC, FRA",07:00,14:55,9h 55m,2 stops,"1,444"
Lufthansa,2022-03-06,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,448"
KLM,2022-03-06,TLV,EDI,AMS,05:15,12:50,9h 35m,1 stop,"1,454"
Lufthansa,2022-03-06,TLV,LHR,MUC,07:00,13:00,8h 00m,1 stop,"1,469"
Lufthansa,2022-03-06,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,518"
SWISS,2022-03-06,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,529"
Austrian Airlines,2022-03-06,TLV,MAN,VIE,06:15,11:55,7h 40m,1 stop,"1,610"
Lufthansa,2022-03-06,TLV,LHR,MUC,17:05,22:40,7h 35m,1 stop,"1,645"
Lufthansa,2022-03-06,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,645"
Lufthansa,2022-03-06,TLV,LHR,FRA,16:25,22:15,7h 50m,1 stop,"1,660"
Lufthansa,2022-03-06,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,660"
Lufthansa,2022-03-06,TLV,MAN,"MUC, FRA",07:00,14:55,9h 55m,2 stops,"1,771"
British Airways,2022-03-06,TLV,LHR,,16:30,19:45,5h 15m,nonstop,530
EL AL,2022-03-06,TLV,LHR,,17:15,20:45,5h 30m,nonstop,484
EL AL,2022-03-06,TLV,LHR,,09:05,12:35,5h 30m,nonstop,576
ITA Airways,2022-03-06,TLV,LHR,FCO,17:35,22:40,7h 05m,1 stop,323
Brussels Airlines,2022-03-06,TLV,LHR,BRU,16:10,21:20,7h 10m,1 stop,"1,003"
Air France,2022-03-06,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,953
Lufthansa,2022-03-06,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,518"
SWISS,2022-03-06,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,529"
KLM,2022-03-06,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,657
Air France,2022-03-06,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,993
Ryanair,2022-03-06,TLV,MAN,BUD,14:10,19:45,7h 35m,1 stop,326
Lufthansa,2022-03-06,TLV,LHR,MUC,17:05,22:40,7h 35m,1 stop,"1,645"
Austrian Airlines,2022-03-06,TLV,MAN,VIE,06:15,11:55,7h 40m,1 stop,"1,610"
Ryanair,2022-03-06,TLV,EDI,TSF,12:30,18:15,7h 45m,1 stop,269
Turkish Airlines,2022-03-06,TLV,LHR,IST,10:20,16:05,7h 45m,1 stop,"1,044"
Lufthansa,2022-03-06,TLV,LHR,FRA,16:25,22:15,7h 50m,1 stop,"1,660"
Lufthansa,2022-03-06,TLV,LHR,MUC,07:00,13:00,8h 00m,1 stop,"1,469"
Turkish Airlines,2022-03-06,TLV,LHR,IST,07:25,13:35,8h 10m,1 stop,"1,044"
Lufthansa,2022-03-06,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,645"
Lufthansa,2022-03-06,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,660"
Air France,2022-03-06,TLV,EDI,CDG,15:55,22:20,8h 25m,1 stop,862
Pegasus Airlines,2022-03-06,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,820
Lufthansa,2022-03-06,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,448"
Ryanair,2022-03-06,TLV,MAN,PFO,09:00,16:15,9h 15m,1 stop,210
Ryanair,2022-03-06,TLV,EDI,VIE,11:00,18:30,9h 30m,1 stop,189
KLM,2022-03-06,TLV,EDI,AMS,05:15,12:50,9h 35m,1 stop,"1,454"
Smartwings,2022-03-06,TLV,LHR,PRG,05:35,13:25,9h 50m,1 stop,783
Czech Airlines,2022-03-06,TLV,LHR,PRG,05:35,13:25,9h 50m,1 stop,860
Iberia,2022-03-06,TLV,LHR,MAD,06:00,13:50,9h 50m,1 stop,"1,288"
Lufthansa,2022-03-06,TLV,MAN,"MUC, FRA",07:00,14:55,9h 55m,2 stops,"1,444"
Lufthansa,2022-03-06,TLV,MAN,"MUC, FRA",07:00,14:55,9h 55m,2 stops,"1,771"
Pegasus Airlines,2022-03-09,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,311
Ryanair,2022-03-09,TLV,MAN,BGY,12:15,19:00,8h 45m,1 stop,190
EL AL,2022-03-09,TLV,LHR,,17:15,20:45,5h 30m,nonstop,440
EL AL,2022-03-09,TLV,LHR,,09:05,12:35,5h 30m,nonstop,484
Pegasus Airlines,2022-03-09,TLV,MAN,SAW,05:30,12:00,8h 30m,1 stop,311
British Airways,2022-03-09,TLV,LHR,,16:25,19:40,5h 15m,nonstop,533
KLM,2022-03-09,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,367
Virgin Atlantic,2022-03-09,TLV,LHR,,06:05,09:40,5h 35m,nonstop,550
easyJet,2022-03-09,TLV,EDI,AMS,14:00,19:35,7h 35m,1 stop,430
easyJet,2022-03-09,TLV,MAN,AMS,14:00,21:45,9h 45m,1 stop,403
KLM,2022-03-09,TLV,EDI,AMS,05:15,12:50,9h 35m,1 stop,463
Smartwings,2022-03-09,TLV,LHR,PRG,05:35,13:25,9h 50m,1 stop,526
Air France,2022-03-09,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,763
easyJet,2022-03-09,TLV,MAN,GVA,13:05,20:25,9h 20m,1 stop,609
Czech Airlines,2022-03-09,TLV,LHR,PRG,05:35,13:25,9h 50m,1 stop,744
Air France,2022-03-09,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,829
Turkish Airlines,2022-03-09,TLV,LHR,IST,10:20,16:05,7h 45m,1 stop,"1,044"
Turkish Airlines,2022-03-09,TLV,LHR,IST,07:25,13:35,8h 10m,1 stop,"1,044"
SWISS,2022-03-09,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,337"
Lufthansa,2022-03-09,TLV,EDI,FRA,05:20,11:50,8h 30m,1 stop,"1,447"
Lufthansa,2022-03-09,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,567"
Lufthansa,2022-03-09,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,621"
Lufthansa,2022-03-09,TLV,LHR,MUC,17:05,22:55,7h 50m,1 stop,"1,627"
Lufthansa,2022-03-09,TLV,LHR,FRA,16:25,22:15,7h 50m,1 stop,"1,663"
Lufthansa,2022-03-09,TLV,MAN,FRA,16:25,22:35,8h 10m,1 stop,"1,640"
Lufthansa,2022-03-09,TLV,LHR,FRA,08:00,14:45,8h 45m,1 stop,"1,663"
Lufthansa,2022-03-09,TLV,LHR,FRA,08:00,15:45,9h 45m,1 stop,"1,663"
British Airways,2022-03-09,TLV,LHR,,16:25,19:40,5h 15m,nonstop,533
EL AL,2022-03-09,TLV,LHR,,17:15,20:45,5h 30m,nonstop,440
EL AL,2022-03-09,TLV,LHR,,09:05,12:35,5h 30m,nonstop,484
Virgin Atlantic,2022-03-09,TLV,LHR,,06:05,09:40,5h 35m,nonstop,550
Air France,2022-03-09,TLV,MAN,CDG,15:55,21:15,7h 20m,1 stop,829
SWISS,2022-03-09,TLV,LHR,ZRH,07:35,13:00,7h 25m,1 stop,"1,337"
Lufthansa,2022-03-09,TLV,LHR,FRA,05:20,10:45,7h 25m,1 stop,"1,567"
KLM,2022-03-09,TLV,LHR,AMS,05:15,10:45,7h 30m,1 stop,367
Air France,2022-03-09,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,763
easyJet,2022-03-09,TLV,EDI,AMS,14:00,19:35,7h 35m,1 stop,430
